otu,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,sicanus,,77.78,Published,GACO2303-19
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,sicanus,,77.78,Published,GACO2299-19
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,italicus,,77.78,Published,GACO2290-19
otu2471,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,82.72,Published,GMMAN153-15
,Chordata,Reptilia,Squamata,Colubridae,Dendrophidion,percarinatum,,81.61,Private,
,Arthropoda,Insecta,Diptera,Anthomyiidae,Hydrophoria,,,81.58,Published,BCFOR1450-17
,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,maculatum,,81.48,Published,GACAC4107-19
,Arthropoda,Insecta,Coleoptera,Chrysomelidae,AlticinaeGEN,sp. 6CHRYS,,81.48,Early-Release,
,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Atopsyche,sp. I BG,,81.48,Published,EVTEC1259-13
,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,,81.48,Published,GMARW182-15
,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,,81.48,Published,JIEAC226-16
,Arthropoda,Insecta,Coleoptera,Nitidulidae,,,,81.48,Published,GMBZG275-16
,Ascomycota,,,,,,,81.48,Published,RNOCF416-17
,Arthropoda,Collembola,Symphypleona,Katiannidae,,,,81.48,Private,
,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,fragum,,81.33,Published,GBMBV048-10
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1260-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1282-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1281-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1280-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1277-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1276-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1275-21
,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,,,81.25,Published,GBMND1274-21
otu248,Chlorophyta,Trebouxiophyceae,,,,,,86.44,Published,JRPAA9724-15
,Chlorophyta,Trebouxiophyceae,,,,,,86.44,Published,JRPAA5386-15
,Chordata,Actinopterygii,,,,,,81.82,Private,
,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,albacares,,81.48,Published,GBGC7871-09
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,81.48,Early-Release,
,Chordata,,,,,,,81.48,Private,
,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Isurus,paucus,,80.25,Published,GBMND73042-21
,Chordata,Actinopterygii,,,,,,80.25,Private,
,Chordata,Actinopterygii,,,,,,80.25,Private,
,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,albacares,,80.25,Published,GBMNC17831-20
,Chordata,Actinopterygii,Kurtiformes,Apogonidae,,,,80.25,Published,ANGBF28299-19
,Chordata,Actinopterygii,Kurtiformes,Apogonidae,,,,80.25,Published,ANGBF28298-19
,Chordata,Actinopterygii,Kurtiformes,Apogonidae,,,,80.25,Published,ANGBF28296-19
,Chordata,Actinopterygii,Kurtiformes,Apogonidae,,,,80.25,Published,ANGBF28295-19
,Chordata,Actinopterygii,Kurtiformes,Apogonidae,,,,80.25,Published,ANGBF28294-19
,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,obesus,,80.25,Published,GBGC3340-07
,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,obesus,,80.25,Published,GBGC3344-07
,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,obesus,,80.25,Published,GBGC3343-07
,Chordata,Actinopterygii,Istiophoriformes,Xiphiidae,Xiphias,gladius,,80.25,Published,GBMND67380-21
,Chordata,Actinopterygii,Scombriformes,Scombridae,,,,80.25,Published,GBMIN121821-17
otu2485,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,declerckii,,83.91,Private,
,Rhodophyta,Florideophyceae,Acrosymphytales,Calosiphoniaceae,Schmitzia,sp. 1WA,,83.33,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Meristotheca,procumbens,,83.33,Published,OZSEA1546-10
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,83.33,Published,PNMIA624-14
,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,bonnemaisonii,,83.33,Published,PNMIA943-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,83.33,Published,PNMIA1823-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Rhodophyllis,sp. MAR2,,82.88,Published,PNMIA1897-14
,Rhodophyta,,,,,,,82.83,Private,
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia,sinuosa,,82.76,Published,PHAZO206-10
,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Sonderopelta,sp. 1capensis,,82.54,Published,OZSEA1427-10
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,82.5,Published,PNMIA639-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,82.5,Published,PNMIA1636-14
,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Hydropuntia,sp.,,82.49,Private,
,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Hydropuntia,sp.,,82.49,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,ciliata,,82.22,Published,PNMIA1155-14
,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Phymatolithon,lamii,,82.22,Private,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,oregona,,82.14,Early-Release,
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,82.11,Published,PNMIA1800-14
,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Lithothamnion,sp.,,82.05,Private,
,Rhodophyta,Florideophyceae,Gelidiales,Pterocladiaceae,Pterocladiella,beachiae,,81.92,Private,
otu2492,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu2493,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu25,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,Hypogastrura,socialis,,97.7,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,Hypogastrura,socialis,,97.7,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,Hypogastrura,socialis,,97.7,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Early-Release,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Early-Release,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Published,GMCWH695-15
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.48,Published,GMCWK758-15
,Arthropoda,Collembola,Poduromorpha,,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.4,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.09,Published,GMCWI963-15
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,95.06,Private,
,Arthropoda,Collembola,Poduromorpha,Hypogastruridae,,,,94.92,Early-Release,
otu250,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,63.5,Published,GBBAC4498-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,62.77,Published,GBBAC4519-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sphaerophysae,,62.77,Published,GBBAC4500-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,sp.,,62.6,Published,GBBAC4290-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,62.04,Published,GBBAC4514-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,61.31,Published,GBBAC4517-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aminophilus,,61.31,Published,GBBAC352-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,sp.,,60.58,Published,GBBAC274-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,temperata,,60.31,Published,GBBAC100-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,59.85,Published,GBBAC4441-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,59.85,Published,GBBAC4437-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,versutus,,59.85,Published,GBBAC4420-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,halophilus,,59.12,Published,GBBAC4333-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,sp.,,58.39,Published,GBBAC4383-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,mucosum,,58.02,Published,GBBAC4134-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,57.66,Published,GBBAC4701-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,57.66,Published,GBBAC353-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,sp.,,57.25,Published,GBBAC4329-15
,Arthropoda,Insecta,Hemiptera,Reduviidae,Phymata,fasciata,fasciata,57.14,Private,
,Arthropoda,Insecta,Hemiptera,Reduviidae,Phymata,fasciata,fasciata,57.14,Private,
otu2504,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu251,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,longicaudum,,88.89,Published,GBNM3653-14
,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,cubanum,,88.1,Published,GBNM0295-06
,Nematoda,Enoplea,Ascaridida,Cucullanidae,Cucullanus,robustus,,88.1,Published,GBMTG1959-16
,Nematoda,Chromadorea,Rhabditida,Heterorhabditidae,Heterorhabditis,megidis,,88.03,Published,GBMNA2807-19
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,87.5,Early-Release,
,Nematoda,Chromadorea,Rhabditida,,,,,87.5,Published,GBMNA8269-19
,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,arenarium,,87.3,Published,GBNM0291-06
,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,glaseri,,87.3,Published,GBNM0298-06
,Nematoda,Chromadorea,Rhabditida,Diplogasteridae,Diplogaster,,,87.18,Private,
,Nematoda,Enoplea,Ascaridida,Acanthocheilidae,Pseudanisakis,argentinensis,,87.04,Published,GBMNA3634-19
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cosmocercidae,Cosmocerca,podicipinus,,86.9,Early-Release,
,Nematoda,Enoplea,Ascaridida,Cucullanidae,Cucullanus,sp. EB,,86.9,Private,
,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Litoditis,aff. marina PmI,,86.9,Published,GBMTG5626-16
otu2511,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4605-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4604-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4603-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4602-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4601-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,88.89,Published,JRPAA4600-15
,Unknown,,,,,,,88.48,Private,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,oregona,,86.67,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Savoiea,robusta,,86.42,Early-Release,
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,86.42,Published,PNMIA624-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,86.42,Published,PNMIA1823-14
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4599-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4598-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4597-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4596-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4595-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4594-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4593-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4592-15
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,indonesianum,,86.42,Published,JRPAA4591-15
otu2518,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,81.67,Published,GBMIN139548-18
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,81.3,Published,GBMNB41636-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.83,Published,GBSP11051-19
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7354-13
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7355-13
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7356-13
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7357-13
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7358-13
,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,obesus,,80.77,Published,GBCMD7359-13
,Porifera,Demospongiae,,,,,,80.77,Private,
,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,vespertina,,80.52,Published,GBML127-07
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41641-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41640-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41639-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41638-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41637-20
,Porifera,Demospongiae,Suberitida,Suberitidae,Terpios,hoshinota,,80.49,Published,GBMNB41642-20
,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Aldrichetta,forsteri,,80.25,Private,
,Arthropoda,Insecta,Blattodea,Termitidae,Pseudocapritermes,fletcheri,,80,Published,GBMND77054-21
,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,scabriculum,,79.76,Published,GBCM17730-19
otu252,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,heptacanthus,,80,Published,GBMNB7813-20
,Chlorophyta,Trebouxiophyceae,,,,,,78.74,Published,JRPAA9724-15
,Chlorophyta,Trebouxiophyceae,,,,,,78.74,Published,JRPAA5386-15
,Arthropoda,Malacostraca,Decapoda,Xiphocarididae,Xiphocaris,elongata,,78.21,Published,GBCMD2240-08
,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,debilis,,78.21,Published,GBCMD2445-09
,Arthropoda,Thecostraca,Sessilia,Chthamalidae,Notochthamalus,scabrosus,,77.92,Published,GBA12266-13
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,lacustris,,77.92,Published,GBCM10167-17
,Arthropoda,,,,,,,77.78,Private,
,Arthropoda,Thecostraca,Sessilia,Chthamalidae,Notochthamalus,scabrosus,,77.33,Published,GBA12064-13
,Arthropoda,Thecostraca,Sessilia,Chthamalidae,Chthamalus,proteus,,77.33,Published,GBFCC0309-06
,Arthropoda,Thecostraca,Sessilia,Chthamalidae,Chthamalus,proteus,,77.33,Published,GBFCC0341-06
,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,paru,,77.33,Published,TZAIB745-06
,Echinodermata,Holothuroidea,,,,,,77.33,Private,
,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Phtisica,marina,,77.33,Private,
,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,articulata,,77.33,Published,PNMIA426-14
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,varsoviensis,,77.33,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,varsoviensis,,77.33,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,varsoviensis,,77.33,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,varsoviensis,,77.33,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,varsoviensis,,77.33,Private,
otu2520,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Obama,sp. MAP-2014,,82.49,Published,GBMTG4051-16
,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Obama,sp. MAP-2014,,82.49,Published,GBMNA12858-19
,Echinodermata,Crinoidea,Comatulida,Comatulidae,Comanthus,gisleni,,80.46,Published,GBMIN137589-18
,Echinodermata,Crinoidea,Comatulida,Comatulidae,Clarkcomanthus,albinotus,,79.31,Published,GBMIN137564-18
,Echinodermata,Crinoidea,Comatulida,Comatulidae,Comaster,schlegelii,,79.01,Published,GBEH7955-19
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,78.89,Published,GBPL1583-13
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,78.89,Published,GBPL1584-13
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,78.89,Published,GBPL1587-13
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,78.89,Published,GBPL1588-13
,Echinodermata,Crinoidea,Comatulida,Antedonidae,Promachocrinus,kerguelensis,,78.57,Published,CRIAN969-10
,Arthropoda,Arachnida,Araneae,Anyphaenidae,Selknamia,minima,,78.33,Private,
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,77.78,Published,GBPL1582-13
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,77.78,Published,GBPL1585-13
,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,mediterranea,,77.78,Published,GBPL1586-13
,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudotricula,eberhardi,,77.78,Published,GBMLH0559-06
,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,glyca,,77.78,Published,GBMLH0560-06
,Arthropoda,Arachnida,Araneae,Amaurobiidae,Cybaeopsis,euopla,,77.78,Published,ELKSP101-15
,Arthropoda,Arachnida,Araneae,Scytodidae,Scytodes,intricata,,77.78,Published,PLJDP096-20
,Arthropoda,Arachnida,Araneae,Scytodidae,Scytodes,intricata,,77.38,Published,PLCDF199-20
,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeota,shastae,,77.24,Published,ARBCM247-13
otu2532,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
